id,time,friends,followers
127515141,436899,10,14
179180257,634297,10,9
107236647,704177,11,9
92049763,573599,10,12
47536479,399327,11,10
104262015,532711,10,9
128930252,0,10,11
42070886,8266938,10,8
326864011,534196,9,11
13382013,383042,13,13
833298294,1903626,7,5
82406961,598708,9,8
184191496,643283,7,8
31025663,697452,9,8
498343204,497080,9,9
14472224,655025,8,8
152713317,581663,12,12
224334501,1025639,9,6
18687208,433523,13,11
15177510,384811,13,12
134973539,871818,11,12
54606649,621937,13,11
54317690,420243,12,11
40376515,456974,10,8
149545979,537548,9,8
410228177,530055,9,11
401270832,648814,9,9
655654996,376960,6,6
701138416,492418,9,8
131307746,443003,7,8
74440082,432209,11,10
13521251,633138,9,9
203825316,391608,9,9
668156548,524129,7,8
635363087,699456,8,7
5688787,859792,10,9
6852339,605408,16,16
56522843,3463097,12,12
130532147,516327,10,10
152937185,540811,11,12
481174870,568969,7,6
450375216,478852,11,12
75382428,442157,10,7
172765989,602281,10,8
152445626,643050,5,3
8558332,603101,10,11
687045763,463504,8,7
191759945,872069,10,9
187834299,431666,10,6
758014280,697552,10,8
21753580,443127,13,11
151773782,543528,10,11
5849450,386913,12,13
216111978,772218,10,10
758027210,716234,5,7
551434124,481398,10,11
27918537,450423,13,13
40124944,621853,9,11
519872948,1059659,6,4
406593914,623387,7,9
142553748,433771,10,7
39283593,618443,13,10
836332062,2941997,5,1
13801468,1341327,10,10
136084826,607018,9,10
4466029,1394896,10,10
558659557,642386,9,7
160396583,480332,13,10
152603990,451327,11,8
31343115,396390,12,10
72076340,606207,9,8
14939996,581692,12,12
48493574,634783,11,10
133371025,629842,10,12
12409896,647510,13,14
129169931,696757,9,13
137163721,871677,12,13
152691941,692130,10,6
182263102,534605,6,4
833332859,586379,6,2
421485712,610306,9,9
34127511,830777,13,12
833810740,551371,7,6
738280940,2648564,13,12
215226739,524457,11,7
54409095,513611,10,8
210979223,494588,11,8
39612573,479257,13,14
31907517,606007,11,11
3901724,458920,12,12
299465936,570115,9,7
71409924,371051,11,11
