id,time,friends,followers
604370177,223324,7,4
436167430,374194,9,3
114746776,390680,12,11
135700198,19564,8,9
21945240,81678,13,12
784574065,93951,7,5
836610398,553613,6,4
516229364,17123,10,11
501525046,25922,8,6
149586463,335832,10,9
772346878,64049,8,9
772342750,75852,6,8
13355477,164712,12,13
163069930,18836,8,7
747580883,35924,10,11
695859450,596540,7,6
834148511,78688,5,7
401860215,28754,10,9
737747261,30220,7,7
52576621,268802,12,12
140146102,29111,12,11
163891204,308940,10,5
136636959,343656,9,7
50901753,313224,11,6
44871619,68836,9,4
833332501,142217,7,5
97386659,36617,12,12
377283476,110681,10,9
773264589,82675,6,4
15967982,24044,14,15
19852708,45661,10,11
153522403,195300,11,9
82112993,579039,13,12
82411376,29543,11,9
651545004,26350,9,8
31764635,440084,12,12
300773238,20975,12,12
655736461,31816,8,7
35973773,164639,13,13
73616168,435790,11,12
772346705,786336,5,7
834148065,39618,7,6
424139906,410182,13,12
772337541,67459,8,5
421472584,523353,9,7
155975697,592184,12,11
219683185,29480,11,8
152677678,211966,12,12
151231267,573323,11,12
19600462,645613,13,12
162781684,121398,8,4
2310969,492164,13,11
674307465,25202,10,10
163061638,45894,9,7
76897378,440986,10,10
163053585,22745,11,10
90200875,36706,11,11
47048544,79819,10,8
45161979,166057,11,11
82138793,409839,9,9
162765539,19141,8,8
284380826,125405,0,9
152527713,1573389,10,7
772342831,79582,7,10
834148197,185471,7,5
506427814,46394,10,10
21259861,409721,20,20
163188222,25109,9,8
171234180,270927,9,8
536347896,115931,6,4
832512217,57767,4,5
833629940,38685,6,3
89085822,35612,11,10
31343115,435687,12,10
163981431,24664,8,8
37078434,447799,14,14
566033023,67824,9,9
310758372,436224,8,8
421471559,38982,10,10
162825384,26393,10,7
772344963,27686,7,7
163136349,31790,7,7
565304202,210358,10,8
10765500,20260,12,12
97409082,24959,11,12
93896714,64195,12,11
58266992,172587,11,8
163113038,197942,11,11
128023425,0,3,14
604250880,25907,7,5
772346290,35313,7,8
570710094,34146,8,9
83527315,21467,12,10
123376318,26912,9,11
135000375,168171,10,9
