id,time,friends,followers
64536088,27564,12,11
24908556,30404,14,14
79334083,4588,13,11
58045001,3604,10,9
582504166,9617,10,10
33521591,23718,6,9
140924726,12608,11,12
812046670,924961,7,6
58335561,148151,10,7
17259313,37222,11,11
298857833,4695,10,10
9687173,4979,11,11
58328243,1377,11,10
29598947,13801,12,11
58008141,63449,9,6
152846744,3319,13,13
301291469,462,11,11
120930178,7747,9,7
84590500,55684,12,12
82151878,110106,11,10
207663963,22201,11,10
364504976,11481,12,12
316267582,1761,9,7
152784873,8305,8,9
58479787,33790,11,9
58326538,1085,8,6
58095353,2801,10,8
58477953,29396,8,9
135397340,5065,10,8
57644349,13305,15,15
582196015,6483,8,7
152566927,1639,10,9
164696571,55150,7,7
152858187,15303,10,8
581318420,1598,11,11
21381229,0,13,16
58376137,2230,12,10
581144466,12547,10,10
636151943,153,9,7
59190142,50,11,15
131384271,408,10,11
69249265,12778,10,8
58098434,13374,13,12
580993094,5235,8,7
99754814,18008,13,13
836023780,16372,6,4
484787569,47005,10,10
601891209,17419,10,10
216075263,32983,11,10
785468214,2784,6,4
566573904,4186,8,7
