id,time,friends,followers
130257011,122826,11,11
28803903,444682,13,10
217001560,114072,9,4
177952884,130379,9,5
45020866,423659,11,7
32878551,116117,9,6
34260339,112380,10,11
61099717,108942,11,11
52548863,136186,7,3
49394669,120441,10,9
20500006,126386,11,8
45495165,211770,11,6
36291659,169234,12,10
199714824,430360,10,7
57463220,423769,9,9
362993387,122476,6,2
57735326,112159,10,8
7239462,447919,11,12
11551608,122021,12,11
130256939,120479,11,12
52484523,106711,9,6
747139660,251611,1,7
82571687,185753,7,5
127169850,131562,6,8
110132883,651289,13,13
781874579,110185,9,8
542765335,108796,8,6
13296903,121358,10,9
44758709,112692,11,9
45503502,153691,8,5
57962834,109751,8,4
54648585,140863,11,8
167848460,116474,6,5
50856290,121477,13,13
7850111,205694,11,15
57132154,307678,9,10
20845848,623803,10,10
193520500,174812,7,7
67040123,141859,11,12
605218353,128579,8,6
37299759,0,12,13
37935490,124651,10,8
91692310,431952,14,14
37129020,129232,12,10
635717549,306657,8,7
404091509,424332,8,8
49354920,114350,11,12
8631805,423509,12,12
28786116,164627,13,12
77162939,114605,8,9
49360087,278337,11,10
10836560,175661,11,11
129362856,429744,8,9
21534280,979241,12,10
39148683,124560,11,12
57125403,107766,11,8
58277686,117861,9,5
16162440,1146563,12,11
23204637,423447,13,12
18945432,111085,12,11
45507739,120744,9,12
17173618,111296,11,11
15747459,121702,12,12
43763892,118837,10,10
16418275,118239,9,8
7633695,442870,10,11
813402380,109046,6,7
711662319,106925,8,9
805930744,109354,6,4
6211457,123714,14,14
50518347,130297,9,9
57290014,211151,10,6
52552541,425698,10,9
54682546,1142670,12,11
68684235,172880,13,9
28147630,126531,10,10
90872758,111752,9,6
28216890,887422,13,9
44848678,443404,6,5
635431216,408669,10,10
44229320,222299,10,8
