id,time,friends,followers
152891435,28027,12,12
152619648,7416,11,10
152632064,21051,10,10
601667443,6789,6,9
40317776,364,11,11
152912782,3934,12,12
152692264,693,13,13
152876631,4422,9,9
152735484,11023,13,12
7034804,1095,14,14
57590717,522,13,13
149528800,355,10,10
152699999,4489,12,11
34453978,506,12,13
65412171,26058,13,12
127355006,12504,10,18
16772286,2410,17,17
50619300,28758,14,14
102487524,33681,12,12
25592731,20144,13,13
152684732,3159,12,12
152879503,1033,11,10
101695593,28447,14,14
152939666,1221,8,10
152956849,1227,14,14
6416264,3712,15,15
152687256,667,11,11
152694602,32575,8,10
152927936,8863,10,9
152955935,4052,13,13
17195256,2863,13,12
152619245,3679,12,11
152689054,10910,9,8
130237313,5629,16,16
152905211,7707,11,12
152529115,4716,13,13
152510320,16328,10,10
152785402,461,11,11
155885180,1114,14,14
152812582,1072,12,12
57644507,0,16,16
581226659,10071,11,11
152680782,4626,10,10
152820155,994,12,11
581563291,1943,12,12
39476355,6689,13,14
152728193,23308,11,12
58248905,20306,11,11
152797069,10771,13,13
152734435,7241,7,9
152596209,322,12,12
152711922,1189,12,11
298812443,447,8,15
152911846,29264,10,11
44759369,4742,13,13
25786745,1935,13,13
152839789,1086,12,12
57650259,11318,14,14
152941303,930,15,15
581421358,29013,8,10
152926256,7057,13,12
152857717,12540,12,12
152727118,669,11,11
57647336,11470,13,13
152930086,13781,9,11
45177285,5903,11,13
152928063,2526,11,11
4823287,42154,15,15
225554786,68316,13,13
57645208,27430,14,14
142994421,881,13,12
152818090,110797,12,11
9093910,18845,9,9
152575111,9355,10,11
152677983,3430,10,10
152919267,11061,13,13
175151382,32154,14,14
152891743,696,10,10
152940818,2162,12,11
152620779,2419,10,10
152933713,506,11,10
15036105,3820,14,14
148201018,13726,13,13
152856794,17679,10,11
210195738,2963,13,13
138675177,5797,13,13
152899392,11105,13,13
152726401,727,8,7
57649576,2519,13,13
12316651,590,15,15
18449598,3343,13,13
131552481,11800,14,14
152904601,19284,12,13
152688400,1852,10,9
152812737,1388,10,8
38047586,1287,13,13
42176593,451,12,11
152677588,4142,7,8
152928182,7190,13,12
