id,time,friends,followers
15940760,1391956,14,13
316305000,12965,7,7
57607455,476,11,14
786194488,3397,10,11
18483216,617,13,11
351740821,20162,7,6
152479912,334535,14,14
192260646,1556,9,7
534768918,201,8,10
164355949,9999,11,10
530538634,3112,9,8
58014380,29317,8,6
501373319,961,11,11
833312027,4445,0,6
83154745,1947,10,10
836610288,557924,5,3
112933984,116,10,16
69384057,2997,10,13
128732530,2872,11,12
215979275,5031,9,9
123056604,406,9,10
58424244,1135,7,10
15512361,10911,10,10
152932848,259,11,10
75880845,551415,10,9
152809222,2192,11,10
50634727,798,13,13
152797362,14239,9,8
55440062,0,12,13
152504645,3686,8,8
152800746,19276,8,8
601620499,203,7,8
58377911,1254,9,10
81379223,867,11,9
49264325,791,8,10
214275910,20606,10,8
121143539,10040,13,13
112594032,10249,11,9
12856097,9967,11,15
132483922,1530,10,10
