id,time,friends,followers
420718220,8810,9,8
128689228,1148,11,15
11537673,711,11,11
54936770,18059,12,10
4667338,6975,13,9
54294454,2174,13,11
44547846,1367,11,9
44257644,234,9,10
52647596,924,11,7
82404577,409,10,10
48735763,215,9,6
784608737,320,8,8
11448797,9129,12,11
138987376,1065,11,11
58399006,2044,10,6
128217033,136,12,14
131940263,197,12,11
341173420,1290,9,6
137519067,578,9,9
47955749,1291,10,9
44935930,1352,9,8
48555367,323,12,12
44886172,397,11,10
127171189,0,11,23
48734087,982,10,8
49475131,781,11,10
142801735,11822,13,12
20046050,26335,14,14
138989467,1397,9,10
60403514,1560,11,9
497527979,1503,9,8
385954619,14,5,0
43977827,63,12,10
22049456,11322,13,10
155288232,2112,0,11
127385977,175,10,11
57113276,361,11,9
128674174,206,11,17
292208133,394,6,13
44919041,1916,11,11
34323835,606,11,9
166534236,8454,9,6
681708822,331,7,8
44843427,3699,14,14
145456772,24453,15,14
7154251,496,13,11
134089311,546,12,10
