id,time,friends,followers
58341353,58945,10,9
152727529,69305,9,10
152937186,207895,10,10
58352739,89953,13,12
152699999,47090,12,11
58002572,62025,12,12
22343984,1310633,9,8
56902659,71451,13,13
49240220,1857572,13,12
152905771,87503,7,10
152820665,111295,13,13
152821142,1461822,10,9
152578944,89647,10,9
152727950,71280,8,9
57653243,58776,14,15
152835434,75664,9,9
152788732,67518,9,9
177051906,3489456,8,6
152934672,76894,9,8
152932541,247525,11,9
152480398,111175,10,8
152662493,56799,7,7
152603997,84757,7,7
57652363,320079,13,13
92523152,78164,11,11
58152227,48656,8,7
101697591,106752,13,13
152800905,71551,11,11
106037476,50627,10,10
152684448,65019,8,5
192305194,66724,9,7
152542460,113489,8,7
152728505,64473,9,6
82123455,69369,11,10
152898849,64211,12,12
152933347,1368906,11,10
834221665,5490901,3,2
606782838,79241,10,9
130508214,425749,12,11
20530299,110947,13,13
152930561,292872,14,14
152920779,56629,10,8
57769228,0,11,17
152674059,72953,7,4
152930976,72735,12,12
152932520,83530,8,4
152932203,300191,12,12
57645315,65589,15,15
32997454,163709,12,12
152921469,599979,9,8
152724875,1476287,11,11
67521732,90629,13,13
152850272,648946,12,11
152844988,59962,8,8
298849020,62658,9,9
58053442,96966,12,10
152938118,1300617,10,11
152601599,1381892,12,12
152595386,419531,11,11
758037102,78127,6,4
152833400,66317,9,10
581251403,120939,9,9
152622910,455478,12,11
152726187,88561,7,7
58020498,87593,13,11
152727648,47301,12,12
152620347,70501,13,13
634018575,76042,8,7
152728721,2191306,10,9
82582222,102217,11,10
5716467,74552,12,12
152674740,83615,8,9
152838893,97419,8,12
155830073,46346,11,10
58100271,84978,10,9
58374983,59169,13,13
152725089,671818,10,10
37895930,164873,13,13
128732497,83380,11,12
22390571,78939,13,12
54414326,71053,12,13
152914271,55092,12,11
152898397,78584,9,9
152811436,292234,13,12
758047932,88182,8,9
152734951,1363465,12,11
152788243,163148,12,13
152808475,58511,12,11
801225030,98760,3,11
152858094,62039,11,10
152680477,467888,11,9
79852723,7979483,11,11
152839864,78244,11,10
152628404,61801,9,9
58157685,84136,12,11
152881099,71876,8,6
137968781,46243,12,13
