id,time,friends,followers
129736546,3341,10,10
833572589,4341,8,8
127582626,40206,10,13
56781131,78078,10,8
812446952,54506,8,9
58029711,3259,9,9
15996989,40991,10,7
785137901,73915,8,7
673561185,4014,9,10
685420836,58063,7,7
220493484,5877,10,5
141545489,14975,9,9
613447449,79577,8,6
601658691,71972,9,8
129577599,51,7,14
302361624,5540,8,6
56194130,50249,8,9
58095172,67821,9,9
55933649,46165,10,9
58492204,32810,12,8
350174437,52666,9,8
33514498,10982,10,9
384614932,67332,8,6
350145617,3164,11,10
65379684,0,10,12
302406569,136621,11,12
836610682,51199,6,3
108357304,8771,13,9
137650757,11122,10,14
56715482,7075,8,8
322794415,13134,8,8
685416161,47822,8,6
58157620,1707966,12,10
127999125,54558,9,15
156254308,885,9,7
45512295,1232,9,8
128885485,96218,8,10
18124825,43133,12,10
497815264,1070,9,6
130687552,43372,9,9
58032635,9949,10,10
35954760,43607,11,10
211003773,46764,11,9
25039865,57232,11,12
221260607,13110,9,6
727966755,4953,9,10
58288641,49135,7,7
49301485,55654,10,7
500095836,596266,8,6
90652795,20666,10,10
156068343,451,10,8
127447189,56291,8,14
613544154,17867,8,4
24907493,21758,8,6
6164030,51414,11,12
65474341,1672,12,13
643729395,45403,10,11
125869468,46306,10,11
49012163,48067,9,9
22630119,68451,10,8
58287044,7038,10,10
231761471,47760,9,11
155548277,1623,10,7
685399588,66485,8,4
58150993,13143,10,10
794773127,102822,11,11
49210046,47134,11,8
163956815,1866,12,11
212586491,61277,8,7
78654389,25364,9,8
69580252,10543,10,10
200315624,57633,8,6
73097154,25119,10,8
49260097,823,13,15
56249359,54813,9,8
529653606,26488,11,9
49297794,79721,9,7
91792164,55290,11,10
56247550,4617,9,9
173292042,51354,7,8
210983442,107,10,8
89857847,1558,13,16
58049510,21056,10,8
74914732,20593,11,10
696010432,5109,8,11
113126864,66552,10,13
