id,time,friends,followers
60932475,88451,11,12
58166508,243,13,12
152820460,46646,12,12
152846298,44277,9,9
57770797,116478,14,14
41451162,521,12,12
299988240,44643,10,9
8595348,117913,15,15
58295385,35042,10,9
9225899,35383,11,10
32109397,83572,14,14
359375575,113758,10,11
18897879,34804,12,12
152732218,197,10,9
152661367,35707,9,9
163642196,8435218,9,7
129630373,40948,13,13
152623263,41265,10,10
58352237,34687,13,13
152735152,8806,12,11
58047225,25519,10,10
152941200,33625,10,9
152575211,46933,11,11
758028105,39769,10,10
152627036,47459,12,11
152670434,14946,8,10
152931684,0,12,12
110383444,84167,12,12
152714302,4868,10,9
