id,time,friends,followers
57651454,391732,13,12
52452311,350517,11,10
152703271,360716,10,10
133767389,1284434,16,15
57649075,340316,16,16
152729012,364175,10,9
581960192,356376,9,6
152933829,511116,12,12
19526162,890510,14,14
8505406,2196418,15,15
152876988,1423334,12,12
152921456,552655,11,10
142525140,470879,12,13
327293266,396563,10,8
127641797,0,12,13
152811372,405721,11,10
152913010,343505,9,9
58166508,348160,13,12
152844504,348936,7,6
152481345,478164,9,8
581317023,400570,7,6
48111333,544171,13,13
152937163,338121,12,11
634019294,10027394,9,6
152581984,3165733,12,12
58333454,373489,13,12
58328243,700699,11,10
152677200,417367,9,6
152797721,344937,13,15
20868058,365227,14,14
152892052,390625,8,7
152956093,337496,14,14
99748790,9894009,16,16
57648026,466427,15,14
152733186,510155,12,12
102326066,338194,13,13
152808569,392671,11,11
152898844,397522,12,12
152906567,2497722,11,11
25546233,399035,13,13
152857266,482759,12,11
72125065,446909,13,13
152930367,399638,10,10
58005118,409844,14,14
224329983,389712,9,8
152927897,668800,12,12
58357720,385949,13,13
152596238,350862,10,10
100714131,395126,8,9
152891636,2021376,10,11
152633766,566397,10,9
152911802,641186,9,7
8229844,388146,11,10
833463609,519296,6,5
298837427,607570,13,13
152499841,411839,11,10
25136526,474154,14,14
57651283,345423,13,13
152631762,403778,11,11
175524196,480907,11,11
58269650,380672,11,8
152520399,424995,12,12
57611106,2160498,10,10
152897154,411741,11,11
761568486,3459766,13,13
490443164,1813472,10,12
113850279,342248,13,13
152783108,356984,12,12
634019532,475435,7,6
58115367,476599,12,12
152627882,2505999,13,13
58267368,1427873,12,12
152622195,2202690,13,13
152602413,389746,12,11
152907288,398328,12,11
152735104,737705,15,15
490443155,2206749,10,11
57650096,470338,14,14
152571766,339400,13,14
58117577,602398,13,13
152512462,467050,12,11
152674710,393068,9,10
152671287,383519,13,13
57652451,470896,14,14
83059456,408203,10,12
5363771,378061,11,12
836610616,515231,4,1
152847229,351730,11,11
152921888,509985,13,12
101699135,344648,11,9
6860888,700273,15,15
152839075,403605,13,13
543070341,617190,9,9
152734776,476981,10,10
58004542,414338,8,7
152957966,382639,11,11
