id,time,friends,followers
185760669,3640675,10,6
37358294,935063,14,14
134468168,535108,10,10
80039984,546381,9,9
165004094,554379,7,7
44331499,2367511,12,12
138393730,0,6,11
57559355,612000,10,9
115142484,796610,10,10
413032385,760574,10,8
92055777,578394,12,12
7273413,1798002,13,12
836610555,5790951,9,5
755886349,4397076,10,6
336788854,1171791,10,9
97164427,863742,9,9
303900368,624731,7,5
163947748,1002302,11,8
29377645,1047209,13,12
209983684,638583,9,8
165275375,673307,8,8
80532865,576549,13,9
483251745,4399668,11,10
44980844,1628907,13,12
796541210,552806,5,4
693823856,552607,7,8
643711845,602570,10,9
668462543,777345,7,12
674483468,3800579,9,10
357974419,1154086,12,10
477884702,609161,7,7
352147928,763023,9,6
683396105,1369613,8,8
531656139,604881,7,9
185297693,617312,11,8
309607759,525139,8,8
44228776,1630604,10,9
216643365,671950,6,5
217799187,1152419,9,7
164548489,1354952,9,8
69097763,543146,10,10
548367667,1319064,7,6
689891428,664863,8,7
836611102,2672810,7,7
50852295,849511,10,10
44562011,4261519,14,14
110319891,590491,9,11
45223633,1630130,13,13
47905212,2368190,10,9
52728963,651129,11,8
52548360,849684,9,5
67614306,1838784,13,12
190283550,523257,9,10
44141212,945242,13,12
55002793,1652309,11,10
184675002,936967,11,13
164875848,1752269,10,8
65437135,1073985,11,10
164502151,1210024,12,11
501447595,667999,10,10
48598086,945074,12,11
78650977,1362312,12,11
49060310,1499248,12,11
683391806,623930,8,7
32828116,522246,10,10
744437930,538163,7,2
44512458,1563872,10,6
44991553,936900,13,12
48612632,1717729,11,10
109899262,543243,9,6
110535707,537681,10,10
394683593,675171,9,9
179581040,552898,9,8
44944651,2788570,12,11
147879732,1450408,10,10
137600095,1359242,10,11
139374070,569785,9,7
43883441,663613,9,11
100942096,1424988,11,10
191870666,4261146,11,8
367155978,559389,8,8
75367798,1034412,11,10
82788090,550330,11,9
100611705,592372,12,11
694016423,773345,7,3
346365409,912080,9,5
104808534,1309261,9,11
57449889,824744,11,10
