id,time,friends,followers
58091576,45419,7,5
152430904,6096,13,12
152713317,27409,12,12
127482673,1166,10,9
57856221,260,11,12
215757790,0,12,15
5624371,55518,11,8
27891544,71404,10,10
81377665,22144,9,9
52974061,3538,10,9
152857538,3736,12,11
83920561,56328,12,12
9023080,37097,12,13
253933660,44729,12,12
581910846,41062,8,9
152800330,27588,8,5
67943479,50525,9,11
58119743,4553,9,7
16672359,82533,12,10
19230246,1993,12,12
24645258,23965,12,11
601838362,53777,9,6
421479878,60250,10,8
152785373,4183,8,5
52230615,62656,12,11
833486408,81338,7,6
56577986,5716,9,9
152855758,865,11,11
81560885,2768069,9,7
580913948,46996,7,5
58369832,880,13,13
356281193,1596,10,10
17016633,1726,16,16
679983450,43179,10,10
36949398,22924,10,9
214226738,102101,9,8
27992331,13217,12,12
496866126,25349,10,8
45822167,44984,13,11
578768625,13247,7,5
