id,time,friends,followers
127620595,78438,10,16
570964543,90201,11,10
8180957,77595,13,11
141088859,78964,8,10
50620924,78833,9,7
15012158,77082,13,12
35369613,163749,13,13
16650802,89056,13,12
39106925,100239,13,12
54149209,278449,12,12
528076983,76084,9,9
229421375,129236,7,3
208502980,166357,12,9
279733180,96064,10,7
634084428,104166,7,5
72757819,76333,12,11
73566939,76212,12,9
123158829,78281,13,14
132595374,77108,11,8
44690900,76318,13,13
22693318,76728,14,13
82671048,77162,11,11
379089119,105483,11,12
663097545,76428,7,6
188653003,77102,8,5
233107749,75947,8,9
123730749,78450,12,12
166517639,77908,9,9
44927941,77525,13,13
830305179,158046,6,4
131827735,78830,10,11
138561314,85998,8,6
48704981,75939,15,15
79269708,83525,12,12
399350561,82478,9,9
98981635,76903,12,11
44970494,77429,12,12
113654363,126847,12,11
312730300,100463,9,5
120715266,94707,10,8
155019697,89054,11,9
836613651,78562,11,11
179726428,75785,11,11
187903811,75835,9,9
692228270,78801,9,9
162770691,378564,13,10
681074098,75838,9,9
82263945,78841,11,10
129955387,78389,6,11
312683344,180570,8,6
49066664,78545,14,13
8388417,76267,13,12
791014300,89096,7,7
836612053,76453,7,7
50642805,76927,12,12
777046165,450718,8,8
298835913,463430,10,10
127172938,0,9,24
836613997,96717,6,4
44928607,77761,11,11
228791914,77882,9,8
36014164,78334,12,10
692985203,77148,9,8
164238892,77618,10,12
167458955,78878,8,8
74583973,94750,9,11
305499656,78724,10,11
52061663,76890,10,9
184477882,172445,10,6
319245167,76157,9,8
157934452,76364,9,9
49044809,76820,11,10
19075413,88419,14,14
165307208,78154,11,11
32219801,78553,12,11
85075583,83218,11,11
48815244,75759,10,10
774459066,77529,10,12
55033634,81809,13,13
371376997,259330,7,5
120376682,77139,10,7
140618615,76078,9,10
16069376,81773,13,12
48722529,78082,15,15
90004206,78816,16,16
40619606,76845,11,11
138578891,76632,7,10
