id,time,friends,followers
102766616,257519,11,10
551804029,124145,9,10
99686541,200983,13,11
152905222,100577,11,11
8542120,71588,11,9
113597717,136131,11,11
152729012,89789,10,9
130338949,61415,13,13
49031105,117024,12,10
836611097,104617,6,5
218128622,152455,9,11
113092302,155606,7,8
28249204,44089,12,10
42171107,1247001,8,6
50886548,301572,12,10
82028878,4435100,8,8
44920027,263778,8,6
15561039,312297,13,12
694735600,23664,10,11
225300872,225307,6,2
152728136,355988,11,11
4005003,121416,13,15
152899129,422517,11,11
806237695,134372,9,7
836610944,103861,6,5
64698605,104096,11,12
130423321,332525,11,14
152515014,82509,11,10
174210594,455415,10,6
45009871,93868,8,7
836610588,457202,4,4
32000491,169756,12,11
681235912,77329,7,6
152485334,143226,9,7
350520347,100383,5,1
67348740,199319,13,12
634038027,154642,10,8
685165365,155219,7,6
51388532,98380,9,8
163076402,5094316,8,4
7920394,639455,13,13
19600462,200706,13,12
142474357,32465,11,8
58479562,340197,9,8
836611027,334072,6,6
103060181,213207,15,15
95961466,58788,11,9
48530864,28697,12,9
132034119,613745,10,11
148212739,2578,8,7
152669321,83464,10,5
210370347,1997137,13,13
60938935,506108,12,12
58488737,139374,12,12
152542378,35971,8,4
71299817,25003,11,9
301032725,197667,9,10
265865230,42790,7,4
306429174,275794,9,5
49051801,323114,12,11
132532020,159094,10,8
267274099,164630,10,10
701133719,37150,6,2
349586488,72344,8,5
72083911,86428,12,10
14577156,5649,14,14
133788718,355204,12,12
67277208,151895,13,13
17933463,81826,13,13
3636524,61267,14,14
58035007,350958,12,14
113522600,612572,8,7
11902379,359039,13,9
833325705,0,8,7
538175636,116768,7,5
99762286,214181,11,11
