id,time,friends,followers
44380064,112491,13,13
128732223,100774,9,9
21597238,122836,11,12
6367150,130768,11,9
20390230,124657,12,13
199956900,125429,12,12
20232388,106219,13,12
505289801,129437,5,4
158233420,121546,8,8
52597867,170381,11,9
459167059,137179,5,2
161486584,104136,10,7
130098493,123678,11,10
2231876,101431,11,12
200015072,123286,7,6
37820125,103732,11,10
50863314,123829,14,14
154821717,126024,11,10
814793860,101948,9,10
140912905,103654,11,11
58146865,113848,13,11
127440519,102204,11,12
220527128,145536,9,6
131925112,115698,7,11
735707574,105278,7,6
200058431,115002,8,5
212938128,125830,10,10
230499351,124060,9,8
836611260,136620,3,4
150131747,103587,10,6
319828080,102400,10,10
28042359,102242,11,10
45217752,100745,11,10
155493634,102807,11,9
183508105,127440,10,8
54423593,100783,12,9
155007711,110036,11,11
42375267,122787,11,10
5504615,100760,11,8
84524454,140752,13,11
157991583,134299,11,12
40606389,124726,12,12
33274751,101464,10,9
89947841,127636,8,8
29591127,128458,10,8
200034844,139549,10,6
83237330,328866,13,13
46331001,142247,13,13
668689223,103895,0,6
67084623,128644,11,11
302883677,139018,10,9
127819212,103572,11,10
299217190,102991,9,7
54583936,112448,15,15
16042886,110512,12,11
44564271,113029,13,12
16309777,113946,13,12
45043075,144380,13,11
300633540,117575,8,6
364187103,101635,11,8
52450981,102223,10,8
131182203,108252,9,10
40483698,106120,13,10
32057800,127696,10,9
836224444,116582,6,2
102819934,135776,7,8
52526631,143756,7,4
102816708,100749,9,7
973353,144365,9,7
38897845,122851,13,12
105481781,100874,10,9
67183054,162858,10,6
69551599,0,13,18
687021917,102575,6,4
698314711,102597,8,8
21562463,106718,12,10
108029149,105018,11,10
318473312,139972,9,7
49061160,131958,13,12
728484580,106740,8,7
127455994,100812,10,12
231030006,142451,9,6
40605618,125696,11,12
15685678,102987,12,12
58061016,107441,11,10
47007550,100788,12,11
200004076,154256,10,7
361012981,124229,11,12
54744360,123084,10,7
20997891,113355,12,12
139044300,147871,8,8
48509116,179463,7,8
57491515,101499,9,4
218522049,148573,10,9
