id,time,friends,followers
152541185,3284,10,10
58333034,30,9,9
152565431,275142,10,6
152713317,93461,12,12
58445957,3693,10,9
127482673,62784,10,9
421515278,1090454,8,6
643724859,229230,7,7
215757790,0,12,15
16910126,62479,13,11
32519581,42289,10,10
83793939,53579,9,10
64664580,26093,11,12
9023080,77510,12,13
130236745,1487,8,10
142626483,144,9,7
102230113,59859,10,8
192647505,73728,9,9
69674504,402099,12,10
457742670,70579,7,14
205888219,95006,8,10
83597376,96199,11,11
16672359,54518,12,10
69437982,25835,12,12
28484307,48854,14,14
85169961,71077,13,12
517864936,3930,8,10
152898569,9832,12,11
128389261,9569,9,14
152934391,96857,10,8
794658096,15037,7,8
607512373,71111,8,8
65331973,25612,10,11
6484720,624,12,11
110642812,36461,11,8
139995433,96437,7,10
349171372,58091,8,7
98022407,11924,9,10
58381817,2988,10,10
