id,time,friends,followers
581228517,28177,10,9
152430904,20690,13,12
833336861,209076,7,7
79331006,33070,12,10
836117720,1245,4,1
58347171,41150,11,9
35369613,8032,13,13
421487891,249231,7,5
69023499,618264,11,10
152670659,248162,13,12
833332679,245721,8,7
85893391,188686,9,7
113871693,1306493,11,11
16346914,52191,10,8
58416542,6840,11,11
812528318,27391,7,5
218137853,16425,8,7
152912722,384,6,5
310151103,60984,9,7
211269575,27506,8,5
261623192,77926,9,8
698644839,41314,9,10
138731694,16590,8,9
634116568,5245,9,8
11306102,41215,10,6
128389262,0,8,16
599399120,14130,9,7
833305244,8739,9,10
152686459,111517,11,9
138573066,18865,11,12
364086768,101596,8,9
601364623,86141,10,8
11803068,6141049,14,13
756543156,8418,9,9
380046286,301879,10,8
753894340,3876,9,10
458241501,10186,10,9
58343586,45954,9,7
19576084,3209,12,13
152730815,11196,10,10
421466321,183638,11,9
152930606,7034,10,9
4898665,277,12,12
421471401,1421,7,7
189458671,39969,12,10
129130857,2145,12,14
135194590,33865,9,9
147912521,2732,8,6
265495547,9858,10,8
581027169,244,10,9
316271561,1434,7,4
658571656,59768,6,5
58264225,21327,10,8
152921324,72886,12,12
75191505,103016,13,13
45213959,4642,12,11
