id,time,friends,followers
138900936,4810,8,10
9078267,5354,13,12
683961877,10410,6,5
637014546,4145,6,5
500055577,19332,6,5
230965352,3880,9,10
301975900,9590,12,12
49520927,10577,13,11
44974308,6466,12,11
44598770,36397,9,9
127609761,0,11,14
55120835,384010,13,8
230943615,12655,8,5
49061620,21845,8,5
33114756,19289,16,17
605040759,4595,6,3
17627602,3192,12,10
11952463,4892,13,14
39475849,16908,13,12
637177227,8029,8,8
57385420,7751,10,8
44739965,3871,13,12
44741594,3193,7,8
319264769,56313,6,4
45038056,19400,11,9
48563388,27161,14,13
22507309,3726,13,13
140687535,25317,11,9
44155050,3219,7,6
131658283,3926,10,10
55569058,4715,13,11
302887488,6556,6,8
54262408,5379,13,12
44796113,3994,8,6
45661766,5046,10,8
89819842,3496,12,12
82640465,7774,11,11
44047181,8221,11,8
48077863,8041,13,12
44561869,19373,9,7
13972234,7841,13,13
13345836,7184,14,14
44203665,17527,9,11
131004664,27240,12,10
57380050,13221,13,11
45223824,4272,13,13
127372969,3131,11,11
23486643,19373,11,13
836613550,12465,6,6
45060063,3956,8,6
19116642,9242,19,18
43854806,3596,12,9
103465501,45612,13,12
5204643,3122,12,12
81814896,9090,12,12
31821958,24570,15,15
230914702,8217,8,7
44613644,3501,11,11
696012626,6717,5,9
88570546,9586,12,11
127337249,51017,6,12
80787907,40929,13,11
75375043,6271,12,12
44212471,4673,8,6
448686655,14366,7,4
757701221,6137,7,4
349778458,47909,5,6
44587455,3346,10,10
44290576,3954,13,13
169129189,23135,6,8
130568625,8206,2,9
65491945,7402,13,13
39071357,7139,17,17
34605182,8772,13,12
720679054,3660,7,9
253965964,3497,9,9
128732692,3131,9,9
44886290,7259,11,8
44855826,17603,8,8
8461717,6630,12,11
48005435,10482,12,11
129985424,5546,12,11
437298693,15920,7,7
44467304,71194,14,13
48701927,4700,13,11
836612480,17629,4,8
106453872,7717,9,7
695909574,9767,7,6
54909247,26325,8,7
60139095,7873,13,12
836611911,8468,7,6
44245203,12865,13,12
