id,time,friends,followers
604336646,1462,10,9
152900536,14185,10,9
83633195,2298,9,9
21181754,45,13,12
665819396,7530,10,11
152884187,67196,9,8
140390428,21770,10,10
152838656,17618,8,9
349481775,3191,9,9
58416542,1148,11,11
291875109,37613,10,9
2331219,64703,13,12
54722797,7207,11,8
803890962,12014,10,9
12143142,1483,12,12
57648028,1825,14,14
34079320,62531,14,14
81376949,1897,10,9
131680370,11540,10,11
39428520,2430,11,13
67107885,439,13,11
350131839,278813,11,9
132195758,59850,9,10
7062830,11389,13,13
163890805,33797,11,8
5079722,0,12,16
316454267,4944,9,5
55054340,470,11,11
58265418,11616,9,11
26285018,16365,12,12
264001246,184,9,8
25740619,13279,12,12
210242791,39254,12,12
