id,time,friends,followers
4212308,722521,12,12
346420818,513901,9,8
534793475,2167888,8,8
23300100,469280,12,13
747133511,1383891,9,6
548531516,525790,9,7
359029416,1839533,10,9
299250352,2014309,9,8
582224068,647069,12,12
12106549,1157345,12,12
131783349,511354,12,11
152243260,480231,11,11
142431091,522378,10,8
3691658,1984143,11,12
8219413,2253752,9,10
613899933,2102920,9,9
145458666,2033598,12,12
57647957,632025,14,14
158179845,3211537,8,6
99924536,1153514,13,12
298850042,4554883,10,9
152932166,1076862,14,14
210208350,1154197,13,13
31505562,493687,13,12
57651571,1153361,16,16
18292730,2100988,10,9
210223422,1076880,12,12
833312122,549058,7,6
179027743,602446,13,12
30954595,1013055,12,12
299073087,0,9,13
20923364,741662,13,12
368603898,2113270,11,7
58036669,479704,10,9
275181152,2106785,9,9
152876617,706731,13,12
152621169,689547,13,12
152529706,864379,11,10
120646160,2102017,13,12
298831283,563117,11,10
107477952,523707,13,13
96778032,1463295,10,9
103250055,2100966,10,11
55259395,465262,11,9
806170251,562254,10,10
152520230,682917,7,7
601928813,474375,8,8
581208172,557123,11,11
180676449,3628465,10,8
43769478,691588,10,7
31210323,1153753,14,14
257947145,2170640,9,7
152900136,1371819,12,11
321451999,2101280,9,9
154907378,470103,10,9
3775598,864093,15,15
67737304,655800,13,10
57648585,502093,14,14
152920810,2101911,15,15
61994211,4318943,14,14
29962721,655669,13,12
5010896,3059621,11,9
229054569,8990989,8,6
155844206,475100,11,8
834026931,2101024,7,7
152574959,7123451,13,13
224338866,637271,8,6
192285806,474196,9,7
836610979,4161267,4,4
97086856,582203,15,14
210238779,2032478,13,13
261696042,3206634,8,7
421461258,2103224,11,10
33548048,1251378,12,8
836611203,977668,5,4
163554249,612128,10,6
152601761,479881,12,11
298857321,3134956,9,11
115983998,1154026,13,13
30076337,2134743,13,13
421455363,554665,9,10
6745844,1167599,11,11
161767281,2100523,10,8
50846415,1452532,10,9
57652489,876081,15,15
192259500,500877,8,6
123486175,2100872,12,15
152473907,2105231,9,7
160464743,1717566,12,12
4690320,871490,13,13
639130044,6046464,8,6
442755992,715795,9,8
806248084,2354125,6,7
166545698,655865,10,7
