id,time,friends,followers
90788632,15653,10,7
128909615,55,10,15
49429772,9067,11,11
442183465,10572,9,8
27101987,29522,17,17
94901305,18379,13,10
108325218,10517,9,10
833964505,9482,7,7
164477365,20950,7,8
549588768,23857,11,11
80920876,4458,11,11
140146102,84059,12,11
442202591,34419,7,7
25030083,10012,10,11
722834175,19778,8,9
45010119,10795,12,10
96984500,1645,10,10
57403723,10113,12,11
141317637,43224,9,8
37379045,10017,10,11
83761343,3101,11,11
152545386,5259,9,8
138637369,0,10,15
152688091,6707,10,9
67943479,4399,9,11
674299249,37604,10,10
69187044,25766,9,10
163370566,1448,11,11
162789265,19695,11,10
140368328,30961,8,10
130578911,16992,9,12
57308588,16508,11,11
310019715,56412,11,12
224241094,18022,8,8
141008050,6779,11,10
130241151,4379,11,9
134104406,16849,10,16
93636804,1222,9,9
163034608,959,11,10
58182637,311842,8,5
273088768,309819,10,9
442202945,2006,8,3
163300272,17496,9,10
127660393,9328,10,10
298839567,10955,9,9
136591609,5044,10,10
138196331,4024,12,14
58165643,9973,11,10
137163721,38546,12,13
724963462,357938,6,5
51685555,11113,9,9
400791048,13533,9,9
570710094,6120,8,9
237051930,65,8,12
619752961,10659,10,13
