id,time,friends,followers
55255787,1970551,12,9
836613318,304188,5,3
48700531,187935,10,8
127680982,610647,11,10
139010754,713157,9,7
836614649,763634,6,6
48574214,456916,12,12
830534808,2710964,6,1
187940414,792676,9,9
102679922,357176,11,9
35141610,492535,13,13
54154664,384638,9,8
99754386,537755,13,12
22568182,191648,10,6
321791531,294273,5,5
47634145,211576,13,12
15898004,219707,13,12
68949352,205828,11,10
48597978,879595,10,6
49042746,494225,12,10
11911658,458744,13,13
81419919,290576,11,10
16700565,380815,15,15
44406412,219415,13,13
230962467,376115,7,7
205160482,576821,13,13
44907588,340689,12,10
102922138,331684,11,15
101693289,232540,12,12
16394937,218215,13,12
32615320,596957,12,9
16128237,216449,14,14
52390359,593386,12,12
14683382,381283,14,13
211271219,333326,9,9
62165842,219156,15,15
758934933,397207,6,0
44907188,219994,12,12
13829404,183047,13,13
16325546,182863,16,16
39464073,263107,9,6
32334838,269119,14,14
192485809,372561,9,3
52549907,358799,12,10
140774528,192300,11,9
68947521,219571,12,11
82737964,218336,12,11
45155813,217065,12,11
47664738,168437,11,9
44685764,218943,12,10
44466278,181078,12,8
64906406,218937,12,12
140240031,432732,7,10
15057118,697841,16,16
127386153,168312,13,12
127166348,0,10,25
47778812,483077,12,11
44947431,344297,11,11
72142982,218360,13,15
67745216,337708,11,10
20832161,4396160,12,12
21264292,216086,13,13
60939156,234001,10,7
580985297,610987,6,5
52199256,504546,12,10
48694318,380876,13,12
130475455,197621,11,9
69701972,219709,13,12
677964539,211599,10,10
44659606,364331,9,7
13845044,458696,15,15
152131987,220682,13,13
23204637,184645,13,12
459457021,881512,7,1
1791625,457410,13,13
836614140,2198710,8,7
61239329,486593,13,12
536878560,692116,7,4
414864159,335380,7,6
44986118,414412,12,8
31683366,457003,13,13
44157208,183238,12,12
48701695,197765,8,4
49066269,382057,13,13
6228324,183092,13,13
60939712,222597,14,14
32887382,245174,13,11
39287412,542680,13,17
75381893,440930,11,11
