id,time,friends,followers
68157449,426,12,12
311286258,17052,10,11
372483015,826,9,8
528177747,220539,7,4
458126001,57148,10,10
159889032,27208,12,13
13940480,218,7,7
299445870,6436,9,7
299545586,11641,9,8
238789307,37,8,7
299139424,44662,10,7
102921455,15988,13,10
299402929,20305,9,10
745844346,141122,10,11
536192954,10392,8,8
289175499,11716,11,12
449031687,54127,8,8
489020909,13963,9,8
836382696,21591,10,12
26203602,9737,10,9
12140741,12461,13,11
289191783,59106,11,11
833557469,3740,9,11
745836300,1161,11,11
98639312,36707,12,13
215900249,12895,13,13
237549671,57,10,10
448139450,1913,10,9
480119134,1036,11,11
663785577,0,11,17
233379034,92936,10,8
699252518,156647,7,9
474701044,99247,11,9
203290784,11721,10,9
132652099,11719,10,11
263417506,21090,11,11
217117664,32564,9,9
9512399,117,13,13
692284013,8468,12,15
383333578,5579,10,10
745747480,5933,11,11
715123244,29986,10,9
225291069,17766,7,8
81469911,25422,13,11
602345632,11231,9,9
237796156,38030,11,11
836614622,522,9,8
745993421,31929,10,11
33833752,2176,10,11
229767782,44632,10,11
155716929,40612,10,9
383479783,43,10,11
312033331,6388,10,11
8729336,4979,11,11
12016875,140726,10,9
459359405,1039,10,9
29440922,48805,13,13
745831298,5577,10,11
448566400,11170,8,7
23404537,49212,11,9
89801031,11814,9,8
459005744,10461,9,8
448763194,9437,8,6
2673001,24973,13,14
365407561,11477,9,9
705166661,41322,11,11
644336162,188,9,5
15002279,7690,12,12
91249620,89119,8,10
298802228,6495,10,10
258396835,11502,8,7
833449034,3351,9,10
142793839,6014,11,9
135167713,367,12,11
51868510,8847,12,11
836612532,4373,7,7
449061085,565,11,11
646869634,890,9,7
795175979,40,9,9
163968801,9308,11,11
233984595,11105,10,11
