id,time,friends,followers
85242493,681455,11,11
47870386,525261,8,6
152734811,103661,11,10
253899428,60480,9,10
14794735,72191,13,13
58361531,509198,11,11
83255129,86613,9,10
15321464,520569,13,14
421502296,79247,8,6
9118715,640451,15,15
58423064,73121,12,11
834173638,337995,2,0
92178638,451601,10,9
37975102,90051,13,11
142732109,533852,12,10
98723424,506511,13,12
212625997,69491,10,10
155308942,118027,10,13
152890372,112465,10,10
32519581,60275,10,10
84976337,643356,8,8
33617702,89262,8,7
836020452,1091339,2,6
48701061,135630,10,7
152576096,72145,9,7
21474092,398660,10,9
224363909,679976,7,6
5827094,0,13,13
462948348,71282,8,6
152596656,122609,11,9
207355695,449421,11,10
178763644,72593,11,15
46939998,1342582,13,12
125516800,87353,7,7
298848699,545923,8,6
298857546,77660,8,8
638099087,115761,9,10
152566649,467454,13,12
421480276,689135,10,9
175196092,690514,11,10
796376816,358502,7,7
57959458,72116,13,14
687220016,492097,10,9
34235421,82050,12,14
71210267,194927,11,11
365984414,358793,11,10
80358460,325918,8,9
772327954,60730,9,9
152940558,72877,10,11
635007313,365128,9,9
127530752,364152,5,13
16975966,64026,12,9
421518090,433261,7,5
75765285,371505,10,11
93286917,357021,11,11
20892545,334435,11,11
298838230,97384,11,11
152581097,525029,13,12
922823,684655,11,10
364093320,116304,9,9
216084561,97321,1,12
212625632,85050,10,8
81379009,679493,8,14
15112805,69575,12,12
33277272,561967,11,10
7276762,85394,11,12
476658341,371399,9,8
6147606,687353,12,12
67280716,70557,11,12
131045306,392723,8,12
758003381,696645,10,10
10217569,368862,12,11
49746736,1267122,9,10
25351096,690410,12,12
3486740,372854,12,11
421496219,68070,6,6
357483745,1434957,9,8
299129605,198724,7,7
57613239,567898,10,10
129262182,85035,7,9
68627163,111524,9,7
49294869,683194,13,11
167451485,1435009,10,9
45562388,82727,10,8
155303780,118769,9,13
369598360,775244,10,10
17115361,86656,13,12
129872324,85200,5,6
234934673,130908,9,8
298849511,60688,11,10
17274253,63989,14,14
17212193,615357,12,13
