id,time,friends,followers
52599827,79908,13,13
58072078,27642,8,9
152938116,3482,10,9
152728716,22499,12,11
57856221,68604,11,12
152681000,92432,13,12
36216431,1098,12,12
4572375,337,13,11
45063984,121788,12,11
152689004,84160,9,9
152816678,81323,13,14
421501883,336,12,11
54166616,0,10,12
58092012,223633,10,9
152850922,126034,8,5
108352676,4986,12,12
643624755,48230,9,10
129985323,10510,12,12
316745572,870,10,10
9501017,3985,11,11
421499245,27223,8,9
152669761,83347,11,11
685613836,49824,11,11
27960204,81684,14,13
123004332,4657,13,13
