id,time,friends,followers
298848679,115885,9,9
58183272,65528,13,13
58098130,95437,11,9
9361345,271517,13,12
529337558,39496,9,9
14794735,77483,13,13
58172752,115854,13,12
182080819,68454,9,9
21088782,273874,10,10
57994004,113194,9,9
114505080,263014,9,10
58333034,74720,9,9
58470736,262930,13,12
196392468,52553,10,9
12246817,436629,13,13
299259382,264850,9,7
152890989,472925,11,12
152728716,78841,12,11
210187546,163963,12,11
421546745,452312,9,8
421464814,103432,9,9
421456827,65695,10,10
659987614,273891,9,10
65401855,134111,13,12
164900695,436765,11,11
152581035,163988,10,8
152603601,100515,13,13
81599737,37191,9,9
298850042,268253,10,9
39071706,271192,14,14
45488630,100414,10,9
29715716,103961,11,11
64664580,99660,11,12
9023080,61487,12,13
38923011,309046,13,13
421462313,113166,8,7
107492565,34893,11,9
14680476,114120,11,11
152879629,85632,13,13
77978614,271265,11,11
601613988,168280,9,9
11197571,101671,12,10
152595365,165664,11,11
130515426,184581,11,11
12417112,74253,12,12
772327954,271964,9,9
691253882,111380,10,11
57602221,456551,11,11
741570466,44776,11,10
58412442,38950,10,10
609430659,59163,10,11
107476941,474277,16,16
516587347,53979,10,8
57637699,272209,9,9
802181855,63453,8,7
421456828,61555,6,5
3651689,99985,13,12
36515721,63715,12,12
35414548,97046,11,11
830482152,279669,10,9
128589390,74496,13,12
164354643,104444,9,8
44671037,104898,10,9
152581962,272981,8,7
65381195,263085,12,12
421479878,90851,10,8
56895453,99571,12,11
152878666,185561,10,10
833308778,62304,8,8
207069939,74975,10,10
57065754,37360,10,10
806258664,169729,7,5
65258641,334556,10,10
136595556,472366,10,14
806232940,61690,7,7
122856655,68895,11,12
56937340,103328,12,12
145158275,100891,10,11
221419684,6817687,9,10
545028287,170431,10,10
37821520,86593,13,12
662428845,35971,9,9
363402076,116161,9,9
28085360,0,14,14
176741194,184916,13,13
45822167,99451,13,11
217177965,273804,11,10
58316733,74394,10,10
152851019,119006,11,10
