id,time,friends,followers
127425741,326972,9,13
834304698,372944,9,10
731770453,368286,9,9
230539221,371601,10,9
131883413,320961,9,10
836610364,344953,8,8
112129761,359122,8,8
367322125,335450,8,11
80091947,327593,9,8
178962146,317077,10,10
506418037,317947,10,11
89078591,349262,9,9
52067313,370492,11,8
836610326,322626,9,9
103397776,368206,10,13
368694233,364893,9,7
368732013,385834,9,9
48800058,323400,9,8
139849197,311399,11,11
52349135,337274,9,6
134740001,311842,8,9
119296736,331533,7,10
149854816,338404,9,9
149538511,332760,12,10
48561602,358923,8,7
364115501,339762,9,10
522307389,339381,7,6
421148783,319141,9,9
421466376,1016339,9,9
372965507,642931,8,8
506870534,329479,7,4
672341566,312378,8,8
8150784,336963,13,13
55248765,313600,8,6
152726310,610248,10,8
786342598,313051,7,5
5814547,407179,8,6
163107675,314741,8,7
98602884,334641,13,13
165319759,324300,8,9
128892882,319713,7,11
836563725,331942,2,1
487842172,353703,8,10
152567310,973217,10,8
44894351,342272,10,6
131069519,322278,12,12
501656504,331919,7,6
254023049,417314,9,9
47551511,0,6,5
423132975,322094,8,8
50849844,356374,9,9
364779414,331826,9,5
162770691,389286,13,10
389439227,336561,9,7
155065650,321895,7,10
695488269,317032,10,10
215754321,388790,10,10
152728643,370782,12,12
3651689,419120,13,12
93981704,311260,10,14
529482874,308252,9,10
299412360,317341,8,3
52020626,374958,8,9
782906627,316827,10,11
828444554,362349,5,6
809972404,390277,7,10
642399424,333926,8,4
602308313,313726,9,9
693599799,308355,6,5
508829764,358551,9,8
88381885,312282,8,8
54409989,314731,11,11
812488657,478064,5,4
178780929,334437,11,9
85268949,358375,11,12
421456670,373868,8,5
836610286,335996,10,9
166490560,381609,11,10
1645239,376925,11,10
665507003,321601,7,5
604337260,343446,6,1
453458657,390179,10,12
9012054,362226,7,11
836610293,344277,6,6
368582251,632644,8,5
749648580,390148,10,9
178856189,388327,9,9
574975839,339967,9,9
832685849,322483,10,10
