id,time,friends,followers
91225298,24322,9,7
65510013,29374,14,14
56902684,14794,13,13
127725287,19722,10,10
132378061,11253,10,8
58118730,28703,10,9
299663618,16776,12,11
258387155,17437,13,13
119898005,11993,10,10
142737688,11525,12,12
58330040,35329,9,9
81757351,27366,12,10
84174851,11225,12,12
24118843,84188,11,11
193098777,11791,10,10
58092364,11451,10,10
17446880,12853,11,9
329875600,12986,11,10
52575091,14364,13,13
257889830,10796,8,7
45518482,11543,11,11
71404693,36144,10,11
11681639,29677,13,11
30231350,10473,12,9
10671159,20531,11,11
692807628,25936,9,9
298849781,11791,7,8
609160883,13208,8,8
541449163,57377,9,8
164396833,11961,12,13
36917598,10001,10,10
36054101,11131,11,9
636833342,12666,7,7
363331292,15542,8,11
205885085,15612,12,12
24683436,29136,12,11
19016689,15152,13,13
349166558,15800,6,7
328308589,16870,8,13
13404045,13987,13,11
17225622,13287,12,11
60280087,25328,12,10
257935337,27381,8,8
36688874,11919,17,17
131882834,57288,12,12
58302875,24472,10,8
85822044,26470,10,9
56302877,157144,7,6
56758383,15944,11,10
27263401,11165,11,10
67096206,27444,9,10
16389760,10976,11,9
302839807,13588,10,10
134345260,21490,10,11
208415445,17580,8,5
33862378,11014,11,10
216432269,32015,8,6
45405135,95926,8,2
32656601,17086,12,12
258149087,11172,9,5
54408042,13642,11,11
677511909,27929,10,9
223850252,23744,11,9
9815632,70216,13,12
256917128,15082,11,10
45161871,16389,12,12
58271780,15719,11,9
22897840,19724,11,10
34875184,10012,12,12
98554266,13820,11,9
40023313,11359,12,9
539081067,19787,8,10
58117978,70413,13,13
82152041,13495,12,12
128983545,14159,11,12
692807615,11040,10,10
58005796,14573,10,11
199964205,18550,9,6
648058230,21401,7,7
39949719,15105,10,9
106845008,16041,9,11
152362804,19464,10,10
52574030,13191,10,10
28727790,21050,11,9
20709638,12306,10,10
49841452,0,12,19
58105180,30373,12,11
11938289,25616,11,8
37581814,23831,10,9
37176246,11441,13,11
