id,time,friends,followers
17707485,80167,15,15
152928288,24948,12,12
44759294,16867,10,10
152727529,36184,9,10
152623431,84760,11,10
152800701,21244,9,7
57647943,102569,13,13
152700814,14395,12,12
152628919,14910,13,13
152576749,142339,9,8
152907270,67554,11,10
152856105,25467,11,10
152933934,22582,10,9
45022364,76722,10,8
833656909,68612,8,9
5740999,19636,13,13
57611980,68369,13,12
152713552,31255,11,11
152686421,111951,13,13
152735524,27260,9,11
152955780,53112,13,13
45544676,25444,14,14
152674141,28483,11,11
581436829,22330,8,7
152931553,23702,13,12
138544899,55344,13,12
50637939,63635,15,15
45051898,14509,13,13
152898250,27991,12,11
90021647,56182,12,11
152934756,58671,9,9
152701932,113872,10,9
152596707,32029,12,11
49282669,65434,12,12
152941117,49708,10,10
25095556,142018,13,12
152619948,189821,11,10
152579349,63487,8,9
152520008,34509,7,11
152899730,33015,12,12
152694620,44253,8,9
152728441,318335,11,11
138675351,15174,14,13
90896663,83380,14,14
152920130,29038,9,11
126514138,77425,13,12
90409760,180813,14,14
45542931,23534,13,12
582207071,58829,10,9
152595612,0,13,17
57646858,23484,13,12
152850991,105112,12,12
103024301,16664,11,10
152892127,17054,8,7
82738134,54147,13,13
58489976,14380,13,12
58403619,46561,13,12
152817857,67948,13,14
175151895,46018,13,12
30482416,43657,12,11
152137894,84121,10,8
152727648,36190,12,12
152785459,23394,11,10
152818090,74335,12,11
57652784,29483,13,13
582104081,20447,8,6
128732497,68619,11,12
215746246,49909,10,10
152849040,59419,7,9
298856574,38062,13,13
152913664,28107,14,14
152593604,69120,11,10
210187023,13937,13,13
152930342,67305,13,12
123855653,99837,13,14
758047932,113450,8,9
49812508,71838,13,12
152956990,56621,12,11
152545951,17252,11,11
152930774,14858,13,13
152596803,28801,12,12
152884412,24355,13,13
152620619,47636,10,11
152655144,108281,11,10
152898964,65863,11,11
152731880,64599,9,7
152602949,16669,10,10
152898437,64990,10,10
152710911,19088,11,10
152729274,61740,9,8
18835312,25881,14,14
152883451,103109,10,10
152701787,17365,8,8
57649966,13579,14,14
152816329,16331,10,8
62237971,56424,12,12
