id,time,friends,followers
33338047,2549,11,12
58333066,24890,9,8
50652205,1951,11,11
49690359,9101,10,8
82647766,918,11,11
58279354,1598,9,9
128323132,196,11,13
58024661,471,13,11
62296747,5726,10,9
298858727,2022,11,10
39018444,51395,14,14
34039482,20600,11,10
49465074,10329,13,12
328288738,47938,9,7
58019845,52335,9,12
58256460,2741,8,7
26137576,41360,10,11
128234120,212,11,13
54419689,3443,9,7
36632031,455,11,14
58006913,48506,11,10
22939054,433,11,11
128519186,1927,11,12
140308666,1463,9,8
5438898,51114,13,13
434524700,11706,9,9
58332881,11199,9,9
11586223,16238,11,10
128453484,153,10,11
58116372,56548,10,9
45162068,10967,12,11
677284600,1452,7,7
834462464,57225,7,8
54406151,8226,10,9
65267558,40748,9,11
107504960,3590,10,11
58091991,39984,9,10
54377287,3321,12,14
58405266,3769,10,10
205885369,49016,11,11
52584264,1062,12,12
54419520,10647,10,9
58029210,276,13,11
836611061,59148,4,4
57994254,49228,13,11
58308352,45494,8,7
58181321,60518,10,7
58287391,12749,11,10
6539144,0,11,14
19601210,40957,13,10
58369927,48166,11,13
206710005,10209,11,9
58129557,48504,11,11
54406221,17196,11,11
58042919,11065,12,12
58005796,9901,10,11
54360952,83079,6,9
205890886,34383,11,11
206610616,10648,13,12
38690447,3027,12,11
83578135,1290,12,12
58411187,782,13,14
142761591,81639,7,6
6306268,51944,11,10
25450784,135,13,12
58320483,11573,12,12
58270588,28901,11,10
45172069,48683,10,12
29963000,49964,13,12
528367153,10688,10,8
