id,time,friends,followers
132723477,3502791,11,11
6624237,3493013,13,13
48820451,3492780,10,8
49057409,3526850,13,8
49207549,3490495,12,11
695771335,3510198,6,8
69187780,3518527,13,12
48442556,3489605,9,6
743988432,3495201,10,8
11730328,3488979,13,12
78556851,3512289,10,8
44869215,3526995,10,8
163269921,3487181,9,7
766838718,3549778,7,5
44561427,3489802,13,12
700585768,10220835,11,11
49064930,3489479,13,13
61240074,3491443,13,11
44985040,3489659,15,15
46985427,3607307,9,9
9657418,3507053,10,7
57449621,3503471,13,10
139818114,3487480,10,8
20518719,3519003,13,13
123506955,10418418,11,13
135947726,3492554,10,10
609777208,3488207,8,6
129629634,3525137,8,7
93121321,5163855,12,13
44699275,3489637,8,8
79780404,3509460,9,10
50621827,3490324,13,13
127236119,3489564,14,15
44205198,3553559,11,11
75350480,3503648,11,10
115371807,3488935,12,11
18723611,3760998,13,13
672781770,3524280,5,6
4525472,3492346,13,12
29834830,3485537,10,10
57380050,3526059,13,11
156628232,3486400,10,8
8891806,3490057,13,12
69096245,3500257,9,7
78160422,3510296,12,11
103465501,3527559,13,12
81451162,3521135,14,13
27615626,3566137,13,11
49421157,3491088,12,7
47695332,3549121,12,8
30983952,3518379,14,14
49065113,3489623,12,10
48097628,3501693,11,8
220125373,3495779,8,6
72724163,3545228,13,12
80787907,3507035,13,11
155816117,10221026,12,12
10964973,3508943,13,12
30458947,3547445,12,11
48735434,3493931,12,12
302900972,3489115,8,8
36811223,3651243,12,12
67624518,3489745,12,12
21929028,3488509,10,9
52386643,3490229,13,12
4726706,3487040,13,14
132122592,5421501,9,9
103100750,3487424,13,13
90896868,3488244,11,10
49064518,3491973,11,8
164204032,3497307,11,10
130475088,3500713,8,11
435231394,3560738,8,5
44285139,3493268,14,14
683937846,3560462,5,3
177137684,3519553,8,6
65263455,3522151,14,14
20728512,3518320,15,15
44899517,3510217,10,9
132219864,3488932,10,11
48725804,3496420,10,8
48812504,3511296,13,12
72969074,3511142,13,11
49062500,3511420,13,13
127489404,3490118,9,12
39152171,0,14,15
134507957,3489637,10,11
167291662,6052505,10,9
44632430,3496684,14,14
44974581,3486899,9,7
77159499,3493741,14,13
57375634,3516306,11,9
82263650,3503146,12,10
68949466,3489948,11,11
421501852,3486865,10,9
836610994,3500326,5,4
