id,time,friends,followers
39197489,5111,12,11
52039772,0,14,14
21626472,4564,13,12
127637300,3329,11,11
696912647,78262,11,11
634070390,21509,13,12
208386854,2511,12,12
73737722,1450,11,11
208457015,26340,13,13
30024711,1880,12,12
607689272,10133,12,11
155882381,21302,14,14
208521383,309,14,14
48731504,955,11,10
208445929,3665,13,12
81377409,21866,13,13
655722992,22104,12,11
223854561,14809,9,8
29373125,16947,14,14
208392403,3351,9,9
11937461,1637,12,12
8150784,802,13,13
605037324,46415,7,5
208387479,2906,12,12
208542528,12364,13,13
179693530,5511,11,10
25241545,16711,13,13
169129969,2402,12,12
14066551,12752,13,12
12919147,4830,12,12
54967986,2834,13,12
164372519,5505,11,11
60044739,1705,12,11
576399617,3292,10,9
69212779,4109,13,12
18763083,69356,11,12
45206214,22533,11,11
179766594,56094,12,11
52448842,1268,13,12
260399517,62193,10,9
208449619,25641,11,11
12355430,578,13,13
24921626,5439,12,12
208392479,1152,10,11
223827630,34902,13,12
52544219,142,10,10
208556533,6546,13,13
161141530,77,12,12
52029291,14309,12,11
65238838,572,12,12
142734246,16665,11,9
128209649,83,10,12
57127875,7715,12,12
15895023,30404,14,14
