id,time,friends,followers
126134117,7017,10,10
366394481,13825,7,5
17210746,0,9,18
558462279,60170,7,3
67295739,116996,8,6
73134566,65062,10,7
34037344,18662,10,9
326928813,110476,10,9
91968454,1501,10,8
836613518,595958,6,3
311516050,75262,10,9
49779736,46946,13,11
421385127,19214,7,4
56618151,6574,9,8
113058413,8913,6,7
67296468,8589,11,9
58083918,58750,12,11
67305392,24399,11,8
156129328,38522,10,9
67297707,296,12,11
43767180,53,10,9
75730491,34127,9,9
137978428,270768,9,11
163821621,225290,11,9
445952817,36253,8,5
