id,time,friends,followers
155518979,115228,10,7
199805491,77857,8,7
82894804,39538,8,8
152920833,51967,11,10
833310185,47350,7,7
152927829,59593,13,13
152619185,61358,12,10
22713047,39618,12,12
833270824,66327,8,8
57583888,51413,12,11
57647163,57004,13,13
634020690,55270,8,7
298856558,42673,10,10
421464814,129498,9,9
152931231,55948,9,11
36026186,51258,10,10
583938049,70800,9,8
52579039,53975,10,9
155877082,55458,10,9
421537987,4020686,9,7
82650807,57028,10,10
58306374,49684,9,5
33021077,60948,10,10
48701061,70697,10,7
54475345,111655,13,12
138126991,76162,7,8
581007107,64832,8,6
160208557,54806,10,9
833325031,56263,6,8
152693816,83584,9,7
285405649,54476,10,11
344364491,4852189,11,10
547834114,44997,9,8
29105059,56619,8,8
49216679,70913,8,7
57266444,55760,8,9
189168233,43014,9,7
421492493,39059,8,7
123056604,71983,9,10
152575826,38116,7,8
190159640,55474,10,10
152925462,77725,9,9
4998125,58908,13,13
128892882,238100,7,11
58260813,53932,10,9
581417704,53727,11,9
75382428,43512,10,7
601618614,74422,7,7
93450220,50512,13,12
581058847,62157,10,9
758027093,49475,7,8
58253392,0,11,14
421466388,54160,9,8
22284204,44312,13,12
91662409,42502,12,13
27008723,50025,14,14
833349877,63344,8,8
735711022,59788,6,4
58022497,74362,9,10
833311436,73356,9,9
521431806,52002,9,8
42218344,981263,9,8
207076804,47772,8,9
57608900,177743,9,8
56878328,50532,12,11
789743790,57048,8,7
150099913,51893,13,12
691795477,125376,7,4
131400725,66867,8,8
298857572,46026,5,10
152681564,64406,11,10
96199718,62268,13,12
1422545,232559,10,10
14577156,64070,14,14
152572811,41298,8,9
142735174,40201,7,5
199677889,42655,9,7
502144704,43492,10,7
81589454,53970,8,9
58337967,50195,9,10
58303638,52313,10,10
49294869,55079,13,11
52507545,40824,11,9
580892574,43318,8,6
92513647,154281,9,10
92513586,52710,10,10
421502277,49532,6,8
81377245,69698,11,11
6906450,39776,11,9
635684583,571733,9,9
58431863,61204,13,13
12655471,50663,10,9
152730571,55656,9,7
273677224,139579,10,10
58100865,61623,10,11
