id,time,friends,followers
298851883,554750,11,10
14583597,535897,13,13
184789535,550358,12,11
11994669,607575,12,12
634966853,293352,9,7
504882024,470856,8,9
836610314,677600,6,5
73198614,549954,12,12
695222176,383287,8,7
48701061,298849,10,7
655654996,674428,6,6
40361320,11684,16,16
14662169,552069,11,10
57644516,450420,15,15
152953585,3596860,12,12
155517997,537168,9,10
232732964,1271484,10,6
61255357,246982,12,13
54490296,205833,13,13
269215948,552399,6,6
133385476,336996,9,11
52450086,607619,12,12
152485720,27328,7,6
133654885,227645,8,8
75620088,0,11,12
114420652,636991,11,11
129263018,456945,15,15
215733858,463337,11,10
210195753,445135,13,13
17212193,297972,12,13
