id,time,friends,followers
540782430,42995,11,10
210197320,38921,13,12
44760210,9104,14,14
57994008,11577,13,13
152596554,25286,12,12
114345117,50891,11,9
634009334,65815,12,11
152520341,0,13,14
133029374,8253,16,16
97394810,30038,13,12
155821480,8412,8,11
582533538,12129,10,9
57771102,11904,13,13
298830270,8376,11,11
582604991,8013,12,14
42081601,12529,13,12
580973342,4403,11,10
367329062,33731,12,10
298837106,10491,10,9
57645866,8196,15,14
269212389,10620,11,11
833379987,31830,11,11
22490197,51369,13,13
152580954,8614,12,11
642481262,37213,8,10
152601737,69796,12,11
155852193,10697,12,10
305713984,55377,10,9
812523821,65507,6,3
57650586,22024,15,15
