id,time,friends,followers
155212264,265989,9,8
52534807,55505,12,9
743633502,102412,8,9
82231509,79136,11,13
258723704,110154,11,10
49914745,87585,12,14
756785508,72628,9,8
781970773,98041,9,7
807974237,78936,7,5
365468869,79614,7,7
836613383,134585,6,7
56908597,81714,8,9
701035465,73007,9,6
50120714,89715,10,8
836614962,96982,9,11
218209338,222178,9,10
605020216,48851,9,5
54299335,65310,7,7
235366321,50120,13,13
11952463,66568,13,14
346981867,337679,9,8
700759529,83884,8,7
10140224,89206,13,11
185005612,83681,8,9
377231863,316501,11,8
233714256,49782,10,11
135190486,116143,8,8
85623477,56416,10,9
159829583,391257,12,12
324558868,76920,8,11
120976553,101210,12,13
32187871,44598,15,15
199781491,86071,10,10
32450392,47548,17,17
201514729,88536,9,8
669981013,109690,10,10
749710742,56485,9,11
47192661,48684,10,9
537193361,83137,7,11
115028504,48674,9,9
171081399,81379,11,10
300491550,59188,9,8
725017599,132423,7,7
278108926,75282,9,6
81764953,46211,11,13
529469713,82331,9,9
322939648,70433,10,10
5226792,91398,10,8
448439577,80738,11,9
72285011,63245,12,10
148161417,63412,12,12
15155641,47609,13,11
93233451,143112,12,13
364648995,77422,10,8
144545195,66303,13,13
747792575,119747,8,6
448407204,98408,8,6
110980357,59891,10,10
359024620,392986,10,10
5354849,107176,11,12
449723000,73342,10,9
289193100,44993,11,11
18634157,83982,10,10
699833531,218542,7,4
56093867,48534,12,10
24766201,69057,13,12
324229432,80188,9,6
773411375,82550,8,9
200220213,0,8,18
212609392,87449,8,8
13679855,57261,11,14
836612664,48354,9,9
4874012,246193,10,9
83467080,71222,10,10
95117982,73356,10,11
76331796,92775,13,12
22654441,94433,13,11
322781440,49140,10,10
566011751,48161,11,11
20520130,86305,12,13
836614131,127169,8,7
134827862,127361,9,10
49401226,101869,13,14
299094342,123774,7,8
26910540,48235,9,11
836613848,77533,3,7
228313109,89231,12,9
836614153,376061,6,6
833342780,105885,7,10
144522410,513386,10,11
538852712,62401,11,10
82658116,51325,12,12
71699916,52425,12,12
698959881,79687,10,9
30779009,55641,12,10
14118237,65577,10,8
